Season,Rk,ID,Name,Age,TGTS,REC,YDS,TD,Cushion,TGT_SEP,True_Catch_Rate,Contested_TGTS,Contested_REC,Contested_Rate,Y/REC,Y/TGT,Y/ROUTE,Total_Drops,Drop_Rate
2018,84,13227,R. Cobb,31.8,61,38,383,2,,1.61,88.4,6,4,66.7,10.1,6.3,,6,9.8
2018,85,18881,J. Ross,26.5,58,21,210,7,,1.14,65.6,10,4,40,10,3.6,,7,12.1
2018,86,16866,J. Crowder,29,50,29,388,2,,1.24,80.6,3,2,66.7,13.4,7.8,,3,6
2018,87,16790,P. Dorsett II,29.4,42,32,290,3,,1.69,84.2,5,0,0,9.1,6.9,,1,2.4
2018,88,14749,J. Kearse,32.3,76,37,371,1,,1.35,67.3,15,2,13.3,10,4.9,,3,3.9
2018,89,16728,D. Inman,33.4,39,28,304,3,,0.97,80,12,5,41.7,10.9,7.8,,1,2.6
2018,90,18047,D. Robinson,27.7,33,22,288,4,,2.64,81.5,5,1,20,13.1,8.7,,2,6.1
2018,91,16411,R. Grant,31.5,51,35,334,1,,1.3,76.1,9,5,55.6,9.5,6.5,,3,5.9
2018,92,17914,L. Treadwell,27,53,35,302,1,,1.56,76.1,8,4,50,8.6,5.7,,7,13.2
2018,93,18058,T. Sharpe,27.5,47,26,316,2,,1.72,78.8,9,6,66.7,12.2,6.7,,3,6.4
2018,94,13171,A. Robinson,33.5,35,17,231,5,,1.44,81,6,3,50,13.6,6.6,,2,5.7
2018,95,19008,R. Switzer,27.6,44,36,253,1,,1.38,87.8,8,6,75,7,5.8,,3,6.8
2018,96,16550,K. Benjamin,31.3,67,25,380,1,,0.82,58.1,20,4,20,15.2,5.7,,6,9
2018,97,19172,Z. Pascal,27.5,45,27,268,2,,1.54,75,11,3,27.3,9.9,6,,4,8.9
2018,98,19916,D. Hamilton,27.2,45,30,243,2,,1.71,85.7,6,3,50,8.1,5.4,,2,4.4
2018,99,19937,K. Coutee,25.4,41,28,287,1,,2.32,82.4,1,1,100,10.2,7,,2,4.9
2018,100,18269,G. Allison,28.4,30,20,303,2,,2.03,83.3,2,2,100,15.2,10.1,,3,10
2018,101,16787,B. Perriman,28.7,25,16,340,2,,1.6,80,7,3,42.9,21.2,13.6,,0,0
2018,102,15974,J. Matthews,29.9,28,20,300,2,,1.75,90.9,3,2,66.7,15,10.7,,1,3.6
2018,103,16253,A. Hurns,30.6,36,20,295,2,,1,83.3,11,6,54.5,14.8,8.2,,0,0
2018,104,16775,D. Parker,29.4,47,24,309,1,,0.97,68.6,9,2,22.2,12.9,6.6,,1,2.1
2018,105,15509,J. Brown,32.4,20,14,166,5,,2,93.3,4,3,75,11.9,8.3,,0,0
2018,106,18103,J. Grant Sr.,29.6,34,21,268,2,,1.74,84,1,1,100,12.8,7.9,,2,5.9
2018,107,19207,T. Patrick,28.5,41,23,315,1,,1.28,82.1,7,2,28.6,13.7,7.7,,2,4.9
2018,108,16664,B. Ellington,30.8,42,31,224,1,,1.31,81.6,5,1,20,7.2,5.3,,4,9.5
2018,109,18443,M. Harris,29.6,47,28,304,0,,1.45,90.3,2,1,50,10.9,6.5,,2,4.3
2018,110,16694,P. Richardson,30.2,35,20,262,2,,1.74,87,5,1,20,13.1,7.5,,1,2.9
2018,111,6767,P. Garcon,35.8,45,24,286,1,,1.72,66.7,9,5,55.6,11.9,6.4,,3,6.7
2018,112,20398,E. St. Brown,25.7,36,21,328,0,,1.79,80.8,3,1,33.3,15.6,9.1,,0,0
2018,113,19064,T. Taylor,28.1,40,26,215,1,,1.56,78.8,7,3,42.9,8.3,5.4,,3,7.5
2018,114,13693,T. Pryor,33,30,16,252,2,,1.47,80,4,0,0,15.8,8.4,,2,6.7
2018,115,19043,I. McKenzie,27.2,30,18,179,0,,1.27,75,2,0,0,9.9,6,,1,3.3
2018,116,12109,T. Ginn Jr.,37.2,30,17,209,2,,2.22,81,2,1,50,12.3,7,,2,6.7
2018,117,16456,T. Jones,29.9,26,19,190,2,,2.35,86.4,1,1,100,10,7.3,,1,3.8
2018,118,12830,T. Smith,33.4,30,17,190,2,,1.5,77.3,9,3,33.3,11.2,6.3,,1,3.3
2018,119,18030,C. Moore,29,25,19,196,1,,1.7,90.5,3,2,66.7,10.3,7.8,,0,0
2018,120,20081,T. Sherfield,26.3,28,19,210,1,,1.46,86.4,7,5,71.4,11.1,7.5,,1,3.6
2018,121,16146,M. Bryant,30.5,27,19,266,0,,1.24,82.6,6,2,33.3,14,9.9,,2,7.4
2018,122,20071,K. Kirkwood,27.5,21,13,209,2,,1.14,76.5,7,2,28.6,16.1,10,,2,9.5
2018,123,19865,J. Washington,26.2,38,16,217,1,,0.96,66.7,10,4,40,13.6,5.7,,2,5.3
2018,124,17218,D. Carter,29.2,25,22,216,0,,2.04,104.8,2,1,50,9.8,8.6,,0,0
2018,125,16276,B. Fowler,31,27,16,199,1,,2.13,84.2,4,3,75,12.4,7.4,,1,3.7
2018,126,18974,C. Williams,27.6,46,17,171,1,,1.05,65.4,12,3,25,10.1,3.7,,2,4.3
2018,127,14850,R. Shepard,31.7,19,10,188,2,,1.24,83.3,3,3,100,18.8,9.9,,1,5.3
2018,128,13887,T. Benjamin,32.4,24,12,186,1,,1.46,75,4,2,50,15.5,7.8,,4,16.7
2018,129,16868,J. Hardy,30.5,22,14,133,2,,1.77,93.3,1,0,0,9.5,6,,1,4.5
2018,130,11463,B. LaFell,35.6,16,12,135,2,,0.97,85.7,4,3,75,11.2,8.4,,0,0
2018,131,18197,A. Erickson,29.6,29,20,167,0,,1.22,83.3,6,4,66.7,8.3,5.8,,1,3.4
2018,132,19811,M. Ateman,27.7,31,15,154,1,,0.68,68.2,11,5,45.5,10.3,5,,3,9.7
2018,133,16278,C. Latimer,29.7,16,11,190,1,,1.38,91.7,8,7,87.5,17.3,11.9,,0,0
2018,134,18116,C. Core,28.1,28,13,160,1,,1.27,68.4,7,2,28.6,12.3,5.7,,3,10.7
2018,135,13856,D. Thompson,33.3,30,17,161,0,,1.15,65.4,7,5,71.4,9.5,5.4,,3,10
2018,136,13264,A. Holmes,34,25,14,181,0,,0.96,73.7,2,0,0,12.9,7.2,,3,12
2018,137,14795,J. Bellamy,33.1,26,14,117,1,,1.44,73.7,7,3,42.9,8.4,4.5,,1,3.8
2018,138,18717,M. Hall,29.2,19,10,149,1,,1.47,58.8,7,0,0,14.9,7.8,,1,5.3
2018,139,19276,A. Carr,28.5,14,9,97,2,,1.57,100,2,1,50,10.8,6.9,,0,0
2018,140,11667,B. Marshall,38.2,23,11,136,1,,0.74,64.7,5,5,100,12.4,5.9,,3,13
2018,141,19816,D. Chark Jr.,25.7,32,14,174,0,,1.09,53.8,11,3,27.3,12.4,5.4,,5,15.6
2018,142,19969,D. Ratley,27.1,20,13,144,0,,2.8,81.2,4,1,25,11.1,7.2,,3,15
2018,143,14478,M. Floyd,32.5,24,10,100,1,,0.96,52.6,9,4,44.4,10,4.2,,1,4.2
2018,144,20077,R. James,26.8,14,9,130,1,,1.32,81.8,1,0,0,14.4,9.3,,1,7.1
2018,145,18508,A. Jones,27.9,24,11,80,1,,1.38,68.8,2,0,0,7.3,3.3,,2,8.3
2018,146,17167,C. Meredith,29.7,10,9,114,1,,1.65,100,0,0,,12.7,11.4,,0,0
2018,147,17289,J. Kumerow,30.3,11,8,103,1,,2.36,100,0,0,,12.9,9.4,,0,0
2018,148,20373,D. Burnett,24.7,15,10,143,0,,0.73,83.3,3,1,33.3,14.3,9.5,,0,0
2018,149,20487,B. Powell,26.7,17,11,129,0,,1.18,73.3,1,0,0,11.7,7.6,,3,17.6
2018,150,11565,A. Roberts,34.4,18,10,79,1,,1.22,71.4,4,1,25,7.9,4.4,,2,11.1
2018,151,20079,T. Quinn,26.5,10,9,75,1,,3,100,2,2,100,8.3,7.5,,0,0
2018,152,17070,D. Jennings,29.9,15,11,101,0,,0.93,78.6,3,2,66.7,9.2,6.7,,1,6.7
2018,153,18209,M. Johnson,27.8,8,6,102,1,,4.12,75,0,0,,17,12.8,,1,12.5
2018,154,20295,V. Smith,26,10,5,91,1,,1.1,62.5,4,2,50,18.2,9.1,,1,10
2018,155,17480,E. Rogers,29.5,14,12,79,0,,1.43,100,4,4,100,6.6,5.6,,0,0
2018,156,18014,L. Carroo,28.4,4,2,94,1,,0.25,66.7,2,1,50,47,23.5,,0,0
2018,157,15066,B. Butler,32.4,10,6,60,1,,1,75,2,1,50,10,6,,0,0
2018,158,20372,C. Batson,26.5,11,8,82,0,,1.18,100,1,1,100,10.2,7.5,,0,0
2018,159,18401,T. Lewis,29.6,3,3,60,1,,1,100,0,0,,20,20,,0,0
2018,160,16919,J. Nelson,30.1,19,7,64,0,,0.68,63.6,2,0,0,9.1,3.4,,0,0
2018,161,16768,K. White,29,8,4,92,0,,1,80,4,1,25,23,11.5,,0,0
2018,162,17938,C. Coleman,27.9,8,5,71,0,,1,71.4,2,2,100,14.2,8.9,,1,12.5
2018,163,16305,D. Thomas,29.4,5,3,29,1,,0.6,100,1,0,0,9.7,5.8,,0,0
2018,164,20006,R. Gage,26.4,10,6,63,0,,2.45,66.7,2,0,0,10.5,6.3,,2,20
2018,165,12722,K. Aiken,33,7,6,53,0,,1.07,100,3,2,66.7,8.8,7.6,,0,0
2018,166,13117,D. Harris,34.7,6,6,40,0,,1,100,0,0,,6.7,6.7,,0,0
2018,167,19080,N. Brown,26.4,8,5,54,0,,1.94,71.4,1,0,0,10.8,6.8,,0,0
2018,168,16899,R. Greene,29.7,8,6,60,0,,1.12,85.7,3,2,66.7,10,7.5,,0,0
2018,169,19348,J. Wilson,27.4,5,4,52,0,,2.6,100,0,0,,13,10.4,,0,0
2018,170,20477,D. Willies,27.6,5,3,61,0,,2.4,100,0,0,,20.3,12.2,,0,0
2018,171,20170,J. Davis,27.2,8,4,40,0,,0.69,100,1,0,0,10,5,,0,0
2018,172,20582,C. Beebe,28,4,4,39,0,,2.25,100,0,0,,9.8,9.8,,0,0
2018,173,20057,A. Tate,25.3,12,4,35,0,,0.62,44.4,6,1,16.7,8.8,2.9,,1,8.3
2018,174,13788,R. Matthews,32.7,9,5,24,0,,0.67,71.4,2,1,50,4.8,2.7,,1,11.1
2018,175,20011,J. Wims,27.7,5,4,32,0,,0.6,100,0,0,,8,6.4,,0,0
2018,176,19961,R. McCloud,25.6,6,5,36,0,,,,,,,7.2,6,,0,0
2018,177,20462,J. Tolliver,26.4,6,3,37,0,,0.67,100,2,1,50,12.3,6.2,,0,0
2018,178,19060,S. Gibson,27.2,3,1,48,0,,0,100,2,1,50,48,16,,0,0
2018,179,14978,J. Hunter,31.1,13,3,21,0,,1.88,60,2,0,0,7,1.6,,1,7.7
2018,180,14424,B. Quick,33,3,3,18,0,,0.67,100,2,2,100,6,6,,0,0
2018,181,18157,C. Peake,29.6,3,2,25,0,,2,66.7,0,0,,12.5,8.3,,1,33.3
2018,182,20684,M. Turner,26.4,3,2,20,0,,1.17,100,0,0,,10,6.7,,0,0
2018,183,15088,T. Williams,32.7,3,2,18,0,,2,100,0,0,,9,6,,0,0
2018,184,15268,N. Williams,31.5,4,2,17,0,,1.12,66.7,1,0,0,8.5,4.2,,1,25
2018,185,20679,K. Hodge,27.4,3,2,17,0,,1,66.7,0,0,,8.5,5.7,,0,0
2018,186,19755,R. Cracraft,27.6,2,1,44,0,,0,50,1,1,100,44,22,,1,50
2018,187,19779,B. Zylstra,29.2,2,1,23,0,,0.5,100,0,0,,23,11.5,,0,0
2018,188,19358,G. Dieter,29.3,3,1,22,0,,2,50,1,0,0,22,7.3,,0,0
2018,189,12794,J. Kerley,33.6,4,2,7,0,,4,50,1,0,0,3.5,1.8,,1,25
2018,190,19212,T. White,27.9,1,1,14,0,,0,100,1,1,100,14,14,,0,0
2018,191,16848,S. Coates,29.2,2,1,12,0,,0,100,0,0,,12,6,,0,0
2018,192,19006,J. Malone,26.2,5,1,12,0,,0.6,33.3,2,0,0,12,2.4,,0,0
2018,193,19317,V. Bolden,27.2,4,1,10,0,,1,50,1,1,100,10,2.5,,0,0
2018,194,20599,C. Phillips,26.5,1,1,9,0,,2,100,0,0,,9,9,,0,0
2018,195,17141,D. Byrd,29.4,2,1,8,0,,1,100,0,0,,8,4,,0,0
2018,196,19306,K. Hatcher,27.7,2,1,8,0,,0,50,1,0,0,8,4,,0,0
2018,197,20478,D. Kidsy,27.2,2,1,8,0,,2,100,0,0,,8,4,,0,0
2018,198,19044,J. Agnew,27.2,0,0,0,0,,,,0,0,,,,,0,
2018,199,19361,M. Kemp,26.8,2,1,7,0,,0,,1,0,0,7,3.5,,0,0
2018,200,20145,A. Lazard,26.5,1,1,7,0,,3,100,0,0,,7,7,,0,0
2018,201,19922,J. Watson,27.2,3,1,5,0,,0.67,50,1,0,0,5,1.7,,0,0
2018,202,19935,J. Moore,27,3,2,15,0,,2.33,100,0,0,,7.5,5,,0,0
2018,203,19015,J. Chesson,29.4,2,1,7,0,,1,50,1,0,0,7,3.5,,0,0
2018,204,8771,D. Heyward-Bey,35.3,2,1,9,0,,1,100,1,0,0,9,4.5,,0,0
2018,205,8373,B. Tate,34.7,0,0,0,0,,,,0,0,,,,,0,
2018,206,8529,M. Wallace,35.9,3,0,0,0,,0.17,,2,0,0,,0,,0,0
2018,207,16529,F. Martino,30.8,1,0,0,0,,0,,0,0,,,0,,0,0
2018,208,16946,G. Davis,30.4,1,0,0,0,,0,,0,0,,,0,,0,0
2018,209,18039,P. Cooper,27.3,1,0,0,0,,4,0,0,0,,,0,,1,100
2018,210,18080,T. Davis,28.9,0,0,0,0,,,,0,0,,,,,0,
2018,211,18241,J. Holton,30.8,1,0,0,0,,0,0,1,0,0,,0,,0,0
2018,212,18673,J. Mickens,28.1,0,0,0,0,,,,0,0,,,,,0,
2018,213,19098,I. Ford,26.3,1,0,0,0,,0,,0,0,,,0,,0,0
2018,214,19100,S. Coley,28.1,1,0,0,0,,5,0,0,0,,,0,,1,100
2018,215,19668,L. Lenoir,27.3,0,0,0,0,,,,0,0,,,,,0,
2018,216,20117,D. Scott,26.8,0,0,0,0,,,,0,0,,,,,0,
2018,217,20341,Q. Henderson,25.7,0,0,0,0,,,,0,0,,,,,0,
2018,218,20511,C. Lacy,26.4,1,0,0,0,,0,,0,0,,,0,,0,0
2018,219,20585,J. Grant,28.5,0,0,0,0,,,,0,0,,,,,0,
2018,220,20310,J. Jones,29.5,1,1,3,0,,0,,0,0,,3,3,,0,0
2018,221,14111,R. Streater,34.3,0,0,0,0,,,,0,0,,,,,0,
2018,222,16944,K. Clay,30.4,0,0,0,0,,,,0,0,,,,,0,
2018,223,19184,J. Natson,28.3,0,0,0,0,,,,0,0,,,,,0,
2018,224,19504,R. McCarron,29,1,0,0,0,,0,0,1,0,0,,0,,0,0
2017,1,14986,D. Hopkins,30,174,96,1378,13,,0.96,78.7,52,23,44.2,14.4,7.9,,6,3.4
2017,2,11056,A. Brown,33.9,162,101,1533,9,,1.67,84.9,31,20,64.5,15.2,9.5,,5,3.1
2017,3,15076,K. Allen,30.1,159,102,1393,6,,1.39,84.3,24,10,41.7,13.7,8.8,,12,7.5
2017,4,16020,J. Landry,29.5,161,112,987,9,,1.42,86.2,23,9,39.1,8.8,6.1,,8,5
2017,5,5571,L. Fitzgerald,38.8,161,109,1156,6,,1.52,85.8,22,13,59.1,10.6,7.2,,4,2.5
2017,6,17960,M. Thomas,29.3,149,104,1245,5,,1.52,88.1,23,13,56.5,12,8.4,,8,5.4
2017,7,13291,J. Jones,33.3,148,88,1444,3,,1.63,78.6,32,17,53.1,16.4,9.8,,7,4.7
2017,8,18082,T. Hill,28.3,105,75,1183,7,,2.04,87.2,28,18,64.3,15.8,11.3,,4,3.8
2017,9,15534,A. Thielen,31.8,143,91,1276,4,,1.47,81.2,21,12,57.1,14,8.9,,6,4.2
2017,10,12845,A. Green,33.9,143,75,1078,8,,1.36,74.3,36,15,41.7,14.4,7.5,,5,3.5
2017,11,13870,M. Jones Jr.,32.2,107,61,1101,9,,1.53,71.8,11,5,45.5,18,10.3,,4,3.7
2017,12,11611,G. Tate,33.9,120,92,1003,5,,1.86,87.6,3,0,0,10.9,8.4,,4,3.3
2017,13,16470,D. Adams,29.5,118,74,885,10,,1.8,86,20,13,65,12,7.5,,8,6.8
2017,14,13460,D. Baldwin,33.7,116,75,991,8,,1.94,84.3,17,7,41.2,13.2,8.5,,5,4.3
2017,15,16568,B. Cooks,28.7,114,65,1082,7,,1.55,72.2,15,2,13.3,16.6,9.5,,6,5.3
2017,16,11197,D. Thomas,34.5,140,83,949,5,,1.41,84.7,31,20,64.5,11.4,6.8,,10,7.1
2017,17,16597,M. Evans,28.8,136,71,1001,5,,1.01,72.4,48,26,54.2,14.1,7.4,,9,6.6
2017,18,18187,R. Anderson,29.1,114,63,941,7,,1.88,75,31,13,41.9,14.9,8.3,,7,6.1
2017,19,16906,S. Diggs,28.5,95,64,849,8,,1.55,83.1,18,15,83.3,13.3,8.9,,5,5.3
2017,20,16802,D. Funchess,28.1,112,63,840,8,,1.42,75.9,33,17,51.5,13.3,7.5,,5,4.5
2017,21,16781,N. Agholor,29,95,62,768,8,,1.07,81.6,14,6,42.9,12.4,8.1,,7,7.4
2017,22,18883,J. Smith-Schuster,25.5,79,58,917,7,,1.61,87.9,19,14,73.7,15.8,11.6,,2,2.5
2017,23,14187,A. Jeffery,32.3,120,57,789,9,,0.92,70.4,32,14,43.8,13.8,6.6,,8,6.7
2017,24,11270,D. Bryant,33.6,131,69,838,6,,1.17,71.1,32,15,46.9,12.1,6.4,,9,6.9
2017,25,18882,C. Kupp,29,94,62,869,5,,1.85,83.8,8,4,50,14,9.2,,6,6.4
2017,26,14749,J. Kearse,32.3,102,65,810,5,,1.66,83.3,32,18,56.2,12.5,7.9,,2,2
2017,27,14005,T. Hilton,32.6,109,57,966,4,,1.74,78.1,24,10,41.7,16.9,8.9,,11,10.1
2017,28,15196,K. Stills,30.1,105,58,847,6,,1.45,85.3,16,7,43.8,14.6,8.1,,4,3.8
2017,29,13878,M. Sanu Sr.,32.8,96,67,703,5,,1.64,80.7,20,13,65,10.5,7.3,,6,6.2
2017,30,14865,M. Goodwin,31.6,105,56,962,2,,1.22,78.9,22,13,59.1,17.2,9.2,,6,5.7
2017,31,9331,M. Crabtree,34.7,101,58,618,8,,1.03,69.9,29,13,44.8,10.7,6.1,,6,5.9
2017,32,14871,R. Woods,30.2,85,56,781,5,,1.45,88.9,10,4,40,13.9,9.2,,1,1.2
2017,33,12109,T. Ginn Jr.,37.2,70,53,787,4,,2.27,88.3,10,5,50,14.8,11.2,,2,2.9
2017,34,16765,A. Cooper,28,96,48,680,7,,1.49,73.8,9,2,22.2,14.2,7.1,,10,10.4
2017,35,16866,J. Crowder,29,103,66,789,3,,2.07,78.6,11,4,36.4,12,7.7,,12,11.7
2017,36,13227,R. Cobb,31.8,92,66,653,4,,2.03,86.8,9,4,44.4,9.9,7.1,,2,2.2
2017,37,13788,R. Matthews,32.7,87,53,795,4,,1.66,80.3,13,7,53.8,15,9.1,,5,5.7
2017,38,8529,M. Wallace,35.9,92,52,748,4,,1.3,72.2,18,6,33.3,14.4,8.1,,4,4.3
2017,39,16694,P. Richardson,30.2,80,44,703,6,,1.27,72.1,13,6,46.2,16,8.8,,8,10
2017,40,16003,S. Watkins,29,70,39,593,8,,1.38,86.7,10,6,60,15.2,8.5,,3,4.3
2017,41,16258,M. Lee,30.5,96,56,702,3,,1.61,77.8,26,14,53.8,12.5,7.3,,12,12.5
2017,42,17961,S. Shepard,29.3,84,59,731,2,,1.49,83.1,9,4,44.4,12.4,8.7,,7,8.3
2017,43,9906,D. Amendola,36.6,86,61,659,2,,1.31,87.1,6,3,50,10.8,7.7,,3,3.5
2017,44,3943,D. Jackson,35.5,90,50,668,3,,1.94,89.3,12,5,41.7,13.4,7.4,,3,3.3
2017,45,17048,T. Williams,30.3,69,43,728,4,,2.04,76.8,14,3,21.4,16.9,10.6,,6,8.7
2017,46,4556,J. Nelson,37,88,53,482,6,,1.85,85.5,10,2,20,9.1,5.5,,2,2.3
2017,47,16550,K. Benjamin,31.3,78,48,692,3,,1.17,71.6,25,11,44,14.4,8.9,,6,7.7
2017,48,19514,K. Cole,29.1,83,42,748,3,,1.33,72.4,16,6,37.5,17.8,9,,7,8.4
2017,49,16146,M. Bryant,30.5,84,50,603,3,,1.65,83.3,13,7,53.8,12.1,7.2,,5,6
2017,50,16775,D. Parker,29.4,96,57,670,1,,1.05,77,22,13,59.1,11.8,7,,3,3.1
2017,51,17290,A. Humphries,29,83,61,631,1,,2.17,93.8,15,10,66.7,10.3,7.6,,5,6
2017,52,13957,K. Wright,32.6,91,59,614,1,,1.62,84.3,17,13,76.5,10.4,6.7,,5,5.5
2017,53,16411,R. Grant,31.5,65,45,573,4,,1.93,88.2,9,7,77.8,12.7,8.8,,2,3.1
2017,54,11463,B. LaFell,35.6,89,52,548,3,,1.63,86.7,12,4,33.3,10.5,6.2,,4,4.5
2017,55,13887,T. Benjamin,32.4,65,34,567,4,,1.08,81,10,3,30,16.7,8.7,,5,7.7
2017,56,17939,J. Doctson,29.5,78,35,502,6,,1.1,62.5,28,12,42.9,14.3,6.4,,5,6.4
2017,57,16830,T. Lockett,29.7,71,45,555,2,,1.89,84.9,10,4,40,12.3,7.8,,1,1.4
2017,58,11182,E. Decker,35.2,83,54,563,1,,1.53,85.7,15,8,53.3,10.4,6.8,,8,9.6
2017,59,16308,A. Wilson,29.9,62,42,554,3,,1.84,82.4,29,21,72.4,13.2,8.9,,6,9.7
2017,60,11063,E. Sanders,35.2,92,47,555,2,,1.25,68.1,22,3,13.6,11.8,6,,9,9.8
2017,61,17916,W. Fuller V,28.1,50,28,423,7,,1.28,73.7,14,5,35.7,15.1,8.5,,3,6
2017,62,15088,T. Williams,32.7,78,53,568,0,,1.71,84.1,12,7,58.3,10.7,7.3,,5,6.4
2017,63,14828,C. Hogan,34.6,59,34,439,5,,1.36,69.4,11,1,9.1,12.9,7.4,,3,5.1
2017,64,13856,D. Thompson,33.3,68,38,555,2,,1.46,73.1,18,9,50,14.6,8.2,,3,4.4
2017,65,15509,J. Brown,32.4,69,31,477,4,,1.17,68.9,13,7,53.8,15.4,6.9,,3,4.3
2017,66,8914,J. Maclin,34.1,72,40,440,3,,1.22,83.3,15,6,40,11,6.1,,4,5.6
2017,67,16253,A. Hurns,30.6,56,39,484,2,,1.71,88.6,13,10,76.9,12.4,8.6,,2,3.6
2017,68,19064,T. Taylor,28.1,60,43,430,2,,1.58,86,7,6,85.7,10,7.2,,6,10
2017,69,18977,K. Golladay,28.6,48,28,477,3,,1.38,71.8,6,2,33.3,17,9.9,,3,6.2
2017,70,16919,J. Nelson,30.1,61,29,508,2,,1.26,72.5,13,4,30.8,17.5,8.3,,6,9.8
2017,71,18880,C. Godwin,26.3,55,34,525,1,,1.36,91.9,13,8,61.5,15.4,9.5,,2,3.6
2017,72,14141,C. Beasley,33.1,63,36,314,4,,1.44,75,7,5,71.4,8.7,5,,3,4.8
2017,73,12830,T. Smith,33.4,68,36,430,2,,1.16,78.3,12,5,41.7,11.9,6.3,,5,7.4
2017,74,16326,S. Roberts,31.3,65,43,455,1,,1.46,76.8,15,6,40,10.6,7,,5,7.7
2017,75,6767,P. Garcon,35.8,67,40,500,0,,1.39,87,9,7,77.8,12.5,7.5,,1,1.5
2017,76,18285,R. Lewis,28.5,72,36,416,2,,1.26,75,13,6,46.2,11.6,5.8,,2,2.8
2017,77,16276,B. Fowler,31,56,29,350,3,,1.41,70.7,18,10,55.6,12.1,6.2,,6,10.7
2017,78,16129,T. Gabriel,31.3,51,33,378,1,,1.69,86.8,9,4,44.4,11.5,7.4,,3,5.9
2017,79,16232,D. Moncrief,28.8,47,26,391,2,,1.09,83.9,10,9,90,15,8.3,,4,8.5
2017,80,16456,T. Jones,29.9,49,30,399,1,,2.08,78.9,3,2,66.7,13.3,8.1,,2,4.1
2017,81,16664,B. Ellington,30.8,56,29,330,2,,1.36,80.6,16,8,50,11.4,5.9,,3,5.4
2017,82,16389,O. Beckham Jr.,29.6,41,25,302,3,,1.68,78.1,7,3,42.9,12.1,7.4,,5,12.2
2017,83,16567,B. Coleman,30,37,23,364,3,,2.05,85.2,2,0,0,15.8,9.8,,1,2.7
2017,84,18926,Z. Jones,27.2,74,27,316,2,,1.24,57.4,24,4,16.7,11.7,4.3,,7,9.5
2017,85,16640,J. Brown,32.2,55,21,299,3,,0.93,70,8,1,12.5,14.2,5.4,,3,5.5
2017,86,18879,C. Davis,27.4,65,34,375,0,,1.12,89.5,6,1,16.7,11,5.8,,3,4.6
2017,87,18089,R. Higgins,27.7,50,27,312,2,,1.78,79.4,10,5,50,11.6,6.2,,7,14
2017,88,14795,J. Bellamy,33.1,46,24,376,1,,1.72,68.6,14,4,28.6,15.7,8.2,,4,8.7
2017,89,18992,D. Westbrook,28.5,51,27,339,1,,1.65,79.4,10,6,60,12.6,6.6,,5,9.8
2017,90,18030,C. Moore,29,38,18,248,3,,1.18,81.8,8,3,37.5,13.8,6.5,,2,5.3
2017,91,17938,C. Coleman,27.9,57,23,305,2,,1.21,71.9,16,7,43.8,13.3,5.4,,5,8.8
2017,92,16728,D. Inman,33.4,44,25,343,1,,0.92,65.8,20,12,60,13.7,7.8,,4,9.1
2017,93,15066,B. Butler,32.4,23,15,317,3,,1.37,78.9,5,3,60,21.1,13.8,,1,4.3
2017,94,18036,R. Louis,28.2,61,27,357,0,,1.42,77.1,13,7,53.8,13.2,5.9,,7,11.5
2017,95,15038,T. King,31.9,37,18,240,3,,0.91,75,5,3,60,13.3,6.5,,3,8.1
2017,96,16868,J. Hardy,30.5,29,20,221,3,,1.55,87,6,6,100,11.1,7.6,,2,6.9
2017,97,16278,C. Latimer,29.7,31,19,287,2,,1.52,76,9,4,44.4,15.1,9.3,,2,6.5
2017,98,18361,C. Rogers,28.4,37,23,284,1,,2.3,82.1,10,5,50,12.3,7.7,,3,8.1
2017,99,8532,K. Britt,33.7,43,20,256,2,,1.35,69,12,5,41.7,12.8,6,,8,18.6
2017,100,14587,J. Gordon,31.2,43,18,335,1,,1.23,62.1,16,8,50,18.6,7.8,,3,7
2017,101,15974,J. Matthews,29.9,36,25,282,1,,1.19,80.6,7,4,57.1,11.3,7.8,,3,8.3
2017,102,13171,A. Robinson,33.5,48,19,260,2,,0.92,67.9,8,3,37.5,13.7,5.4,,5,10.4
2017,103,17986,T. Boyd,27.6,32,22,225,2,,1.91,84.6,1,1,100,10.2,7,,4,12.5
2017,104,13693,T. Pryor,33,37,20,240,1,,1.36,74.1,4,1,25,12,6.5,,3,8.1
2017,105,14465,J. Wright,32.5,25,18,198,2,,1.48,94.7,2,2,100,11,7.9,,0,0
2017,106,18971,T. Taylor,27.3,28,16,231,1,,0.79,106.7,2,0,0,14.4,8.2,,0,0
2017,107,12794,J. Kerley,33.6,27,22,217,1,,1.96,91.7,7,5,71.4,9.9,8,,0,0
2017,108,16081,M. Campanaro,31.4,27,19,173,1,,1.85,95,1,1,100,9.1,6.4,,2,7.4
2017,109,18103,J. Grant Sr.,29.6,22,13,203,2,,1.57,86.7,4,3,75,15.6,9.2,,1,4.5
2017,110,18269,G. Allison,28.4,39,23,253,0,,2.54,82.1,2,2,100,11,6.5,,4,10.3
2017,111,14850,R. Shepard,31.7,33,17,202,1,,1.88,73.9,4,0,0,11.9,6.1,,3,9.1
2017,112,18241,J. Holton,30.8,18,9,218,3,,0.78,64.3,8,5,62.5,24.2,12.1,,0,0
2017,113,19023,M. Hollins,28.7,22,16,226,1,,1.86,88.9,0,0,,14.1,10.3,,2,9.1
2017,114,13264,A. Holmes,34,23,13,120,3,,1.09,76.5,7,3,42.9,9.2,5.2,,2,8.7
