Season,Rk,ID,Name,Age,TGTS,REC,YDS,TD,Cushion,TGT_SEP,True_Catch_Rate,Contested_TGTS,Contested_REC,Contested_Rate,Y/REC,Y/TGT,Y/ROUTE,Total_Drops,Drop_Rate
2017,115,18047,D. Robinson,27.7,39,21,212,0,,1.87,75,14,7,50,10.1,5.4,,2,5.1
2017,116,19318,K. Bourne,26.8,34,16,257,0,,1.26,88.9,8,1,12.5,16.1,7.6,,1,2.9
2017,117,17964,B. Miller,29.5,29,19,162,1,,1.17,90.5,3,1,33.3,8.5,5.6,,1,3.4
2017,118,16305,D. Thomas,29.4,16,14,143,2,,1.44,100,2,1,50,10.2,8.9,,0,0
2017,119,17914,L. Treadwell,27,35,20,200,0,,1.07,83.3,6,4,66.7,10,5.7,,2,5.7
2017,120,17480,E. Rogers,29.5,36,18,149,1,,1.67,69.2,4,2,50,8.3,4.1,,4,11.1
2017,121,18197,A. Erickson,29.6,16,12,180,1,,1.22,109.1,3,2,66.7,15,11.2,,0,0
2017,122,17141,D. Byrd,29.4,17,10,105,2,,0.68,83.3,5,3,60,10.5,6.2,,1,5.9
2017,123,11667,B. Marshall,38.2,33,18,154,0,,1.48,75,6,1,16.7,8.6,4.7,,2,6.1
2017,124,18928,C. Samuel,25.8,26,15,115,0,,1.42,75,4,1,25,7.7,4.4,,2,7.7
2017,125,16790,P. Dorsett II,29.4,18,12,194,0,,1,75,2,0,0,16.2,10.8,,1,5.6
2017,126,16837,C. Conley,29.6,16,11,175,0,,1.25,91.7,3,1,33.3,15.9,10.9,,0,0
2017,127,12722,K. Aiken,33,44,15,133,0,,0.8,60,7,3,42.9,8.9,3,,5,11.4
2017,128,19017,J. Reynolds,27.3,24,11,104,1,,0.92,84.6,4,2,50,9.5,4.3,,0,0
2017,129,17153,J. Taylor,30.3,20,13,142,0,,0.7,92.9,9,7,77.8,10.9,7.1,,1,5
2017,130,18401,T. Lewis,29.6,15,10,116,1,,1.07,100,1,1,100,11.6,7.7,,0,0
2017,131,8777,L. Murphy,35.1,17,8,121,1,,1.12,88.9,2,2,100,15.1,7.1,,1,5.9
2017,132,18673,J. Mickens,28.1,11,6,77,2,,1.82,66.7,2,0,0,12.8,7,,1,9.1
2017,133,17004,T. McBride,29.5,15,8,144,0,,2,80,2,0,0,18,9.6,,0,0
2017,134,15714,B. Bersin,32.1,14,8,128,0,,0.86,80,7,4,57.1,16,9.1,,1,7.1
2017,135,18914,M. Williams,27.7,23,11,95,0,,0.74,68.8,6,3,50,8.6,4.1,,4,17.4
2017,136,8373,B. Tate,34.7,14,6,81,1,,0.79,60,2,0,0,13.5,5.8,,1,7.1
2017,137,19006,J. Malone,26.2,17,6,63,1,,1.29,100,0,0,,10.5,3.7,,0,0
2017,138,19021,C. Hansen,27.4,16,9,94,0,,1.56,90,3,3,100,10.4,5.9,,0,0
2017,139,19539,T. Rudolph,26.7,21,8,101,0,,1.52,88.9,4,2,50,12.6,4.8,,0,0
2017,140,18039,P. Cooper,27.3,19,11,84,0,,1.24,91.7,2,1,50,7.6,4.4,,1,5.3
2017,141,14478,M. Floyd,32.5,17,10,78,0,,1.47,90.9,0,0,,7.8,4.6,,1,5.9
2017,142,16787,B. Perriman,28.7,35,10,77,0,,0.8,50,9,1,11.1,7.7,2.2,,6,17.1
2017,143,17079,K. Williams,30.1,18,9,84,0,,1.56,75,4,2,50,9.3,4.7,,2,11.1
2017,144,18965,A. Stewart,28.5,13,6,82,0,,0.85,150,1,1,100,13.7,6.3,,0,0
2017,145,18283,H. Sharp,28.1,9,5,54,1,,2.11,62.5,1,0,0,10.8,6,,3,33.3
2017,146,18443,M. Harris,29.6,6,4,62,1,,0.67,80,3,2,66.7,15.5,10.3,,0,0
2017,147,8771,D. Heyward-Bey,35.3,3,2,47,0,,2.33,66.7,0,0,,23.5,15.7,,1,33.3
2017,148,16141,W. Snead IV,29.6,16,8,92,0,,0.81,88.9,2,2,100,11.5,5.8,,0,0
2017,149,16944,K. Clay,30.4,20,6,85,0,,1.02,54.5,7,1,14.3,14.2,4.2,,2,10
2017,150,18985,A. Darboh,28.3,13,8,71,0,,1.15,80,1,0,0,8.9,5.5,,0,0
2017,151,16529,F. Martino,30.8,6,5,96,0,,1.33,100,3,3,100,19.2,16,,0,0
2017,152,8662,M. Thomas,35,7,5,93,0,,0.86,100,2,1,50,18.6,13.3,,0,0
2017,153,18717,M. Hall,29.2,9,2,60,1,,0.89,40,3,0,0,30,6.7,,3,33.3
2017,154,18014,L. Carroo,28.4,14,7,69,0,,1.71,87.5,0,0,,9.9,4.9,,1,7.1
2017,155,14424,B. Quick,33,8,6,76,0,,0.88,85.7,1,0,0,12.7,9.5,,0,0
2017,156,18080,T. Davis,28.9,7,5,70,0,,2.29,100,0,0,,14,10,,0,0
2017,157,18602,T. McEvoy,29.4,10,5,113,0,,0.9,71.4,3,2,66.7,22.6,11.3,,2,20
2017,158,16848,S. Coates,29.2,11,6,70,0,,0.64,66.7,5,1,20,11.7,6.4,,1,9.1
2017,159,16831,J. Strong,29.6,4,3,38,1,,2.25,75,1,0,0,12.7,9.5,,0,0
2017,160,14978,J. Hunter,31.1,10,4,23,1,,0.6,66.7,2,1,50,5.8,2.3,,1,10
2017,161,15725,B. Golden,33.9,9,5,70,0,,1.56,83.3,0,0,,14,7.8,,1,11.1
2017,162,18611,B. Treggs,28.1,18,5,79,0,,0.67,62.5,5,1,20,15.8,4.4,,0,0
2017,163,19348,J. Wilson,27.4,1,1,18,1,,0,,0,0,,18,18,,0,0
2017,164,18209,M. Johnson,27.8,8,5,45,0,,0.38,83.3,1,0,0,9,5.6,,1,12.5
2017,165,18974,C. Williams,27.6,7,3,31,0,,0.86,75,1,1,100,10.3,4.4,,0,0
2017,166,19008,R. Switzer,27.6,7,6,41,0,,1.43,85.7,0,0,,6.8,5.9,,1,14.3
2017,167,14973,M. Wheaton,31.3,17,3,51,0,,1.41,42.9,2,0,0,17,3,,0,0
2017,168,19233,M. Clark,26.6,14,4,41,0,,0.93,44.4,2,0,0,10.2,2.9,,0,0
2017,169,16469,J. Abbrederis,31.5,7,3,44,0,,1.43,75,0,0,,14.7,6.3,,0,0
2017,170,19080,N. Brown,26.4,9,4,33,0,,0.56,57.1,3,0,0,8.2,3.7,,1,11.1
2017,171,17355,Q. Bray,29.1,4,3,39,0,,1.75,100,1,1,100,13,9.8,,0,0
2017,172,19431,T. Gentry,27.5,6,3,35,0,,1,75,3,2,66.7,11.7,5.8,,1,16.7
2017,173,14594,G. Whalen,32.3,6,4,23,0,,1,100,1,1,100,5.8,3.8,,0,0
2017,174,15268,N. Williams,31.5,4,3,30,0,,0.5,75,0,0,,10,7.5,,1,25
2017,175,16536,B. Reedy,30.4,2,2,21,0,,2.5,100,0,0,,10.5,10.5,,0,0
2017,176,16731,C. Matthews,32.7,6,3,25,0,,1.17,75,1,0,0,8.3,4.2,,0,0
2017,177,19184,J. Natson,28.3,5,2,18,0,,0,50,0,0,,9,3.6,,1,20
2017,178,19044,J. Agnew,27.2,2,2,18,0,,0,200,0,0,,9,9,,0,0
2017,179,19015,J. Chesson,29.4,4,2,18,0,,3.75,50,1,0,0,9,4.5,,2,50
2017,180,17799,J. Leslie,30.6,1,1,26,0,,0,100,1,1,100,26,26,,0,0
2017,181,17269,D. White,30.6,7,1,24,0,,1.71,33.3,0,0,,24,3.4,,1,14.3
2017,182,18581,D. Powe,28.2,4,2,13,0,,3,100,0,0,,6.5,3.2,,0,0
2017,183,19043,I. McKenzie,27.2,13,4,29,0,,0.85,66.7,5,1,20,7.2,2.2,,1,7.7
2017,184,16480,J. Janis,31,5,2,12,0,,1,66.7,0,0,,6,2.4,,0,0
2017,185,19060,S. Gibson,27.2,3,2,11,0,,1,66.7,0,0,,5.5,3.7,,0,0
2017,186,16263,A. Robinson II,28.8,1,1,17,0,,1,100,0,0,,17,17,,0,0
2017,187,16768,K. White,29,4,2,6,0,,0,50,1,0,0,3,1.5,,1,25
2017,188,11501,A. Benn,33.7,2,1,12,0,,0.5,50,1,0,0,12,6,,1,50
2017,189,6211,H. Douglas,36.7,3,1,8,0,,0,50,1,0,0,8,2.7,,0,0
2017,190,14920,C. Hamilton,31.6,6,1,8,0,,0.67,33.3,2,0,0,8,1.3,,0,0
2017,191,3601,E. Weems,36.9,2,1,5,0,,0.5,50,1,0,0,5,2.5,,0,0
2017,192,17237,L. Pinkard,30.3,1,1,5,0,,1,100,0,0,,5,5,,0,0
2017,193,18660,M. McCaffrey,28.1,1,1,4,0,,0,100,0,0,,4,4,,0,0
2017,194,18157,C. Peake,29.6,1,1,3,0,,1,100,0,0,,3,3,,0,0
2017,195,16012,M. Hazel,30.4,1,1,1,0,,0,100,1,1,100,1,1,,0,0
2017,196,11565,A. Roberts,34.4,4,1,12,0,,1.75,50,0,0,,12,3,,1,25
2017,197,18422,K. Raymond,27.8,1,1,12,0,,3,100,0,0,,12,12,,0,0
2017,198,13117,D. Harris,34.7,0,0,0,0,,,,0,0,,,,,0,
2017,199,18116,C. Core,28.1,4,0,0,0,,3.75,0,0,0,,,0,,0,0
2017,200,18221,R. Scott,30.4,0,0,0,0,,,,0,0,,,,,0,
2017,201,18506,E. Eagan,29,1,0,0,0,,0,0,0,0,,,0,,1,100
2017,202,18654,K. Brent,28.8,1,0,0,0,,0,0,1,0,0,,0,,1,100
2017,203,18711,M. Bundy,27.8,3,0,0,0,,0.67,0,1,0,0,,0,,0,0
2017,204,19100,S. Coley,28.1,1,0,0,0,,10,,0,0,,,0,,0,0
2017,205,19314,I. Whitney,28,1,0,0,0,,0,0,1,0,0,,0,,0,0
2017,206,19317,V. Bolden,27.2,0,0,0,0,,,,0,0,,,,,0,
2017,207,18881,J. Ross,26.5,2,0,0,0,,0,,0,0,,,0,,0,0
